,Kursus id,Engelsk titel,Dansk titel,Point( ECTS ),Kursustype,Undervisningens placering,Anbefalede forudsætninger,Kursusansvarlig,Institut,Link,arktisk byggeri og infrastruktur (dip),byggeri og infrastruktur (dip),bygningsdesign (dip),eksport og teknologi (dip),elektrisk energiteknologi (dip),elektroteknologi (dip),fiskeriteknologi (dip),fødevaresikkerhed og -kvalitet (dip),it-elektronik (dip),it og økonomi (dip),kemi- og bioteknik (dip),kemiteknik og international business (dip),maskinteknik (dip),"mobilitet, transport og logistik (dip)",proces og innovation (dip),produktion (dip),softwareteknologi (dip),sundhedsteknologi (dip),byggeteknologi (bac),bygningsdesign (bac),bæredygtigt energidesign (bac),cyberteknologi (bac),data science og management (bac),design og innovation (bac),elektroteknologi (bac),fysik og nanoteknologi (bac),fødevarer og ernæring (uddannelsessamarbejde) (bac),general engineering (bac),geofysik og rumteknologi (bac),kemi og teknologi (bac),kunstig intelligens og data (bac),life science og teknologi (bac),matematik og teknologi (bac),medicin og teknologi (bac),miljøteknologi (bac),produktion og konstruktion (bac),softwareteknologi (bac),akvatisk videnskab og teknologi (kan),anvendt kemi (kan),autonome systemer (kan),avancerede materialer og sundhedsteknologi (kan),bioinformatik og systembiologi (kan),bioteknologi (kan),business analytics (kan),byggeteknologi (kan),bygningsdesign (kan),bæredygtig energi (kan),design og innovation (kan),elektroteknologi (kan),farmateknologi (kan),fødevareteknologi (kan),fotonik (kan),fysik og nanoteknologi (kan),geofysik og rumteknologi (kan),industriel økonomi og teknologiledelse (kan),informationsteknologi (kan),kemisk og biokemisk teknologi (kan),kommunikationsteknologier og systemdesign (kan),konstruktion og mekanik (kan),kvantitativ biologi og sygdomsmodellering (kan),lyd og akustisk teknologi (kan),marin ingeniørvidenskab (kan),matematisk modellering og computing (kan),materiale- og procesteknologi (kan),medicin og teknologi (kan),menneskeorienteret kunstig intelligens (kan),miljøteknologi (kan),olie- og gasteknologi (kan),teknologisk entreprenørskab (kan),transport og logistik (kan),vindenergi (kan)
451,22530,Computational radiation dosimetry,Computerintensiv strålingsdosimetri,5,Kandidat,Unknown,Unknown,Claus E. Andersen,22 Institut for Sundhedsteknologi,https://kurser.dtu.dk/course/22530,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,teknologisk specialisering,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
452,22600,Fabrication of micro- and nano structures,Fabrikation af mikro- og nanostrukturer,5,Bachelor,Campus Lyngby,,Erik Vilain Thomsen,22 Institut for Sundhedsteknologi,https://kurser.dtu.dk/course/22600,,,,,,,,,,,,,,,,,,,,,,,,,,teknologisk linjefag,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
453,22602,Visualisation of micro and nano structures,Visualisering af mikro- og nanostrukturer,5,Bachelor,Campus Lyngby,"10033,10102,10031,10104,10036",Rodolphe Charly Willy Marie,22 Institut for Sundhedsteknologi,https://kurser.dtu.dk/course/22602,,,,,,,,,,,,,,,,,,,,,,,,,,teknologisk linjefag,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
454,22603,Light microscopy for life science,Lysmikroskopi for life science,5,Kandidat,Campus Lyngby,,Rodolphe Charly Willy Marie,22 Institut for Sundhedsteknologi,https://kurser.dtu.dk/course/22603,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,teknologisk specialisering,,,,,,,,teknologisk specialisering,,,,,,,,,,,,,,,,,,,,,
455,22652,Experimental project in physics and nanotechnology,Eksperimentelt projekt i Fysik og Nanoteknologi,5,Kandidat,Campus Lyngby,,Erik Vilain Thomsen,22 Institut for Sundhedsteknologi,https://kurser.dtu.dk/course/22652,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
456,22653,Experimental project in physics and nanotechnology,Eksperimentelt projekt i fysik og nanoteknologi,5,Kandidat,Campus Lyngby,,Erik Vilain Thomsen,22 Institut for Sundhedsteknologi,https://kurser.dtu.dk/course/22653,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
457,22654,Experimental project in physics and nanotechnology,Eksperimentelt projekt i fysik og nanoteknologi,5,Kandidat,Campus Lyngby,,Erik Vilain Thomsen,22 Institut for Sundhedsteknologi,https://kurser.dtu.dk/course/22654,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
458,22655,Experimental project in physics and nanotechnology,Eksperimentelt projekt i fysik og nanoteknologi,5,Kandidat,Campus Lyngby,,Erik Vilain Thomsen,22 Institut for Sundhedsteknologi,https://kurser.dtu.dk/course/22655,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
459,22656,Experimental project in physics and nanotechnology,Eksperimentelt projekt i fysik og nanoteknologi,5,Kandidat,Campus Lyngby,,Erik Vilain Thomsen,22 Institut for Sundhedsteknologi,https://kurser.dtu.dk/course/22656,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
460,22680,"Computer-based Introduction to Data Analysis for Physics,Nano-, and Health Technology","Computer-baseret introduktion til dataanalyse for Fysik,Nano- og Sundhedsteknologi",5,"Ph.d., Generelt servicekursus (generiske færdigheder)",Campus Lyngby,Unknown,Jonas Nyvold Pedersen,22 Institut for Sundhedsteknologi,https://kurser.dtu.dk/course/22680,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
461,22681,Topics in Advanced Micro and Nanofabrication,Emner i avanceret mikro- og nanofabrikation,5,"Ph.d., Faglig identitetskursus",Campus Lyngby,,Erik Vilain Thomsen,22 Institut for Sundhedsteknologi,https://kurser.dtu.dk/course/22681,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
462,22800,DTU Health Tech PhD Introductory Course,DTU Health Tech Ph.d. Introduktionskursus,5,"Ph.d., Generelt servicekursus (generiske færdigheder)",Unknown,,Nina Kjærgaard Hendel,22 Institut for Sundhedsteknologi,https://kurser.dtu.dk/course/22800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
463,23101,Introduction to food production chains,Introduktion til fødevareproduktionskæder,10,Kandidat,Campus Lyngby,"23511,23711",Susan Løvstad Holdt,23 Fødevareinstituttet,https://kurser.dtu.dk/course/23101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,generel retningskompetence,,,,,,,,,,,,,,,,,,,,
464,23102,Food safety in production chains,Fødevaresikkerhed i produktionskæder,10,Kandidat,Campus Lyngby,23101,Tina Beck Hansen,23 Fødevareinstituttet,https://kurser.dtu.dk/course/23102,,,,,,,,tilvalgskurser,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,generel retningskompetence,,,,,,,,,,,,,,,,,,,,
465,23205,Fighting infectious diseases,Bekæmpelse af infektionssygdomme,5,Kandidat,Campus Lyngby,"23258,23256",Frank Møller Aarestrup,23 Fødevareinstituttet,https://kurser.dtu.dk/course/23205,,,,,,,,,,,tilvalgskurser,tilvalgskurser,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,teknologisk specialisering,teknologisk specialisering,,,,,,,teknologisk specialisering,,,,,,,,,,,,,,,,,,,,,
466,23206,Positive microbiology and biotechnology - application ofmicrobes in food production,Positiv mikrobiologi og bioteknologi - anvendelse afmikroorganismer i fødevareproduktion,5,Kandidat,Campus Lyngby,,Peter Ruhdal Jensen,23 Fødevareinstituttet,https://kurser.dtu.dk/course/23206,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,teknologisk specialisering,,,,,,,,,,,,,,,,,,,,
467,23210,Predictive food microbiology and preservation,Prædiktiv fødevaremikrobiologi og konservering,5,Kandidat,Campus Lyngby,Unknown,Paw Dalgaard,23 Fødevareinstituttet,https://kurser.dtu.dk/course/23210,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,teknologisk specialisering,,,,,,,,,,,,,,,,,,,,
468,23211,Producing new sustainable food ingredients - processes andutilizations,Fremstilling af nye bæredygtige fødevareingredienser –processer og anvendelser,5,Kandidat,Campus Lyngby,"23101,23302",Susan Løvstad Holdt,23 Fødevareinstituttet,https://kurser.dtu.dk/course/23211,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,teknologisk specialisering,,,,,,,,,,,,,,,,,,,,
469,23212,Practical exercises in food fermentation,Øvelser i fødevarefermenteringer,5,Bachelor,Unknown,Unknown,Claus Heiner Bang-Berthelsen,23 Fødevareinstituttet,https://kurser.dtu.dk/course/23212,,,,,,,,,,,tilvalgskurser,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
470,23214,Life science exercises and data analysis II:Microbiology,Life science øvelser og dataanalyse II:Mikrobiologi,5,Bachelor,Campus Lyngby,,Lisbeth Truelstrup Hansen,23 Fødevareinstituttet,https://kurser.dtu.dk/course/23214,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,teknologisk linjefag,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
471,23220,Food Microbiology,Fødevaremikrobiologi,5,Bachelor,Campus Lyngby,"27002,27008",Paw Dalgaard,23 Fødevareinstituttet,https://kurser.dtu.dk/course/23220,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,teknologisk linjefag,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
472,23255,The threat from antimicrobial resistance,Truslen fra antibiotikaresistens,5,Kandidat,Campus Lyngby,"27008,23258,27051,23205,27002,36626",Rene S. Hendriksen,23 Fødevareinstituttet,https://kurser.dtu.dk/course/23255,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
473,23256,Epidemiology - an introduction,Epidemiologi - en introduktion,5,Bachelor,Campus Lyngby,Unknown,Tine Marianne Hald,23 Fødevareinstituttet,https://kurser.dtu.dk/course/23256,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
474,23257,Compositional data analysis with applications ingenomics,Kompositionel analyse af genomiske data,5,Kandidat,Campus Lyngby,Unknown,Christian Brinch,23 Fødevareinstituttet,https://kurser.dtu.dk/course/23257,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,teknologisk specialisering,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
475,23258,General medical microbiology,Generel medicinsk mikrobiologi,5,Bachelor,Campus Lyngby,"27002,27008,27051",Frank Møller Aarestrup,23 Fødevareinstituttet,https://kurser.dtu.dk/course/23258,,,,,,,,tilvalgskurser,,,tilvalgskurser,tilvalgskurser,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,teknologisk specialisering,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
476,23260,Applied methods in metagenomics,Anvendte metoder indenfor metagenomics,5,Kandidat,Campus Lyngby,,Thomas Nordahl Petersen,23 Fødevareinstituttet,https://kurser.dtu.dk/course/23260,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,generel retningskompetence,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
477,23261,Surveillance and epidemiology of infectious diseases,Overvågning og epidemiologi af smitsomme sygdomme,5,Kandidat,Campus Lyngby,"23256,23205",Tine Marianne Hald,23 Fødevareinstituttet,https://kurser.dtu.dk/course/23261,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,teknologisk specialisering,,,,,,,,,teknologisk specialisering,,,,,,,,,,,,,,,,,,,,
478,23262,Infectious disease bioinformatics,Bioinformatik for smitsomme sygdomme,5,Kandidat,Campus Lyngby,23205,Frank Møller Aarestrup,23 Fødevareinstituttet,https://kurser.dtu.dk/course/23262,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,teknologisk specialisering,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
479,23263,Advanced modeling of infectious diseases,Avanceret modellering af infektionssygdomme,5,Kandidat,Campus Lyngby,"22113,01005",Christian Brinch,23 Fødevareinstituttet,https://kurser.dtu.dk/course/23263,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
480,23272,Risk analysis in food safety,Risikoanalyse i fødevaresikkerhed,10,Kandidat,Campus Lyngby,,Per Håkan Vigre,23 Fødevareinstituttet,https://kurser.dtu.dk/course/23272,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,teknologisk specialisering,,,,,,,,,,,,,,,,,,,,
481,23301,Practical chemical food analysis,Praktisk kemisk fødevareanalyse,5,Kandidat,Campus Lyngby,23102,Lene Duedahl-Olesen,23 Fødevareinstituttet,https://kurser.dtu.dk/course/23301,,,,,,,,tilvalgskurser,,,tilvalgskurser,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,teknologisk specialisering,,,,,,,,,,,,,,,,,,,,
482,23302,Food chemistry,Fødevarekemi,5,Kandidat,Campus Lyngby,"27002,23932",Katrin Löschner,23 Fødevareinstituttet,https://kurser.dtu.dk/course/23302,,,,,,,,tilvalgskurser,,,tilvalgskurser,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,teknologisk specialisering,,,,,,,,,,,,,,,,,,,,
483,23511,Food production engineering basics,Grundlæggende fødevareproduktionsteknologi,10,Kandidat,Campus Lyngby,Unknown,Mohammad Amin Mohammadifar,23 Fødevareinstituttet,https://kurser.dtu.dk/course/23511,,,,,,,,tilvalgskurser,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,teknologisk specialisering,,,,,,,,,,,,,,,,,,,,
484,23520,Food process design,Design af fødevareproduktionssystemer,10,Kandidat,Campus Lyngby,"23511,23711",Aberham Hailu Feyissa,23 Fødevareinstituttet,https://kurser.dtu.dk/course/23520,,,,,,,,tilvalgskurser,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,teknologisk specialisering,,,,,,,,,,,,,,,,,,,,
485,23521,Hygienic design in the food industry,Hygiejnisk design i fødevareindustrien,5,Kandidat,Campus Lyngby,,Lisbeth Truelstrup Hansen,23 Fødevareinstituttet,https://kurser.dtu.dk/course/23521,,,,,,,,tilvalgskurser,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,teknologisk specialisering,,,,,,,,,teknologisk specialisering,,,,,,,,,,,,,,,,,,,,
486,23522,Rheology of food and biological materials,Reologi af fødevarer og biologiskematerialer,5,Kandidat,Campus Lyngby,,Ioannis S. Chronakis,23 Fødevareinstituttet,https://kurser.dtu.dk/course/23522,,,,,,,,tilvalgskurser,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,teknologisk specialisering,,,,,,,,,teknologisk specialisering,,,,,,,,,,,,,,,,,,,,
487,23531,Entrepreneurship in food and bio engineering,Entrepreneurship in food and bio engineering,5,Kandidat,Campus Lyngby,Unknown,Timothy John Hobley,23 Fødevareinstituttet,https://kurser.dtu.dk/course/23531,,,,,,,,tilvalgskurser,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,generel retningskompetence,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
488,23532,Beer brewing and safe food production,Ølbrygning og egenkontrol kursus,5,Kandidat,Campus Lyngby,,Timothy John Hobley,23 Fødevareinstituttet,https://kurser.dtu.dk/course/23532,,,,,,,,tilvalgskurser,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,teknologisk specialisering,,,,,,,,,,,,,,,,,,,,
489,23552,Development of innovative future food: Ecotrophelia and BlueDot course,Development of innovative future food: Ecotrophelia and BlueDot course,5,Kandidat,Campus Lyngby,"23101,23564,23532",Timothy John Hobley,23 Fødevareinstituttet,https://kurser.dtu.dk/course/23552,,,,,,,,tilvalgskurser,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
490,23564,Integrated product innovation in the food industry,Integreret produktinnovation i fødevareindustrien,10,Kandidat,Campus Lyngby,Unknown,Egon Bech Hansen,23 Fødevareinstituttet,https://kurser.dtu.dk/course/23564,,,,,,,,tilvalgskurser,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,teknologisk specialisering,,,,,,,,,,,,,,,,,,,,
491,23662,Introduction to molecular and reproductive toxicology,Introduktion til molekylær- ogreproduktionstoksikologi,5,Kandidat,Campus Lyngby,,Terje Svingen,23 Fødevareinstituttet,https://kurser.dtu.dk/course/23662,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,teknologisk specialisering,,,,,,,,,,,,,,,,,,,,
492,23711,Food technology,Fødevareteknologi,15,Bachelor,Campus Lyngby,Unknown,Mohammad Amin Mohammadifar,23 Fødevareinstituttet,https://kurser.dtu.dk/course/23711,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
493,23732,Human nutrition,Human ernæring,5,Bachelor,Campus Lyngby,27022,Marianne Uhre Jakobsen,23 Fødevareinstituttet,https://kurser.dtu.dk/course/23732,,,,,,,,tilvalgskurser,,,tilvalgskurser,tilvalgskurser,,,,,,,,,,,,,,,,,,,,teknologisk linjefag,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
494,23832,"Lipid Biochemistry, Technology, Applications andAnalysis","Lipid biokemi, teknologi, applikationer oganalyser",4,"Ph.d., Fagligt fokuseret kursus",Campus Lyngby,,Charlotte Jacobsen,23 Fødevareinstituttet,https://kurser.dtu.dk/course/23832,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
495,23837,Introductory course for PhD students at DTU Food,Introductory course for PhD students at DTU Food,2.5,"Ph.d., Faglig identitetskursus",Unknown,,Sara Monteiro Pires,23 Fødevareinstituttet,https://kurser.dtu.dk/course/23837,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
496,23839,Risk-benefit assessment of foods: methods for quantifyinghealth effects,Risk-benefit assessment of foods: methods for quantifyinghealth effects,3.5,"Ph.d., Fagligt fokuseret kursus",Campus Lyngby,Unknown,Sara Monteiro Pires,23 Fødevareinstituttet,https://kurser.dtu.dk/course/23839,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
497,23901,Basic food analysis,Grundkursus i fødevareanalyse,12.5,Diplomingeniør,Campus Lyngby,,Timothy John Hobley,23 Fødevareinstituttet,https://kurser.dtu.dk/course/23901,,,obligatorisk kursus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
498,23902,Introduction to food,Introduktion til fødevarer,5,Diplomingeniør,Campus Lyngby,,Egon Bech Hansen,23 Fødevareinstituttet,https://kurser.dtu.dk/course/23902,,,obligatorisk kursus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
499,23925,Food Microbiology,Fødevaremikrobiologi,5,Diplomingeniør,Campus Lyngby,23932,Paw Dalgaard,23 Fødevareinstituttet,https://kurser.dtu.dk/course/23925,,,obligatorisk kursus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
500,23926,Applied Food Microbiology,Anvendt Fødevaremikrobiologi,5,Diplomingeniør,Campus Lyngby,23925,Paw Dalgaard,23 Fødevareinstituttet,https://kurser.dtu.dk/course/23926,,,obligatorisk kursus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
501,23932,Biological chemistry,Biologisk kemi,7.5,Diplomingeniør,Campus Lyngby,"26173,26171",Christian Solem,23 Fødevareinstituttet,https://kurser.dtu.dk/course/23932,,,obligatorisk kursus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
502,23936,Chemical food analysis I,Kemisk fødevareanalyse I,5,Diplomingeniør,Campus Lyngby,"26471,23932,26174",Lene Duedahl-Olesen,23 Fødevareinstituttet,https://kurser.dtu.dk/course/23936,,,obligatorisk kursus,,,,,,,,tilvalgskurser,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
503,23937,Chemical food analysis II,Kemisk fødevareanalyse II,5,Diplomingeniør,Campus Lyngby,02323,Lene Duedahl-Olesen,23 Fødevareinstituttet,https://kurser.dtu.dk/course/23937,,,obligatorisk kursus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
504,23952,Food technology,Fødevareteknologi for diplom,5,Diplomingeniør,Campus Lyngby,26201,Nina Gringer,23 Fødevareinstituttet,https://kurser.dtu.dk/course/23952,,,obligatorisk kursus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
505,23953,Applied statistical process control and qualitymanagement,Anvendt statistisk proceskontrol ogkvalitetsstyring,5,Diplomingeniør,Campus Lyngby,"23952,02323,23962",Bo Munk Jørgensen,23 Fødevareinstituttet,https://kurser.dtu.dk/course/23953,,,obligatorisk kursus,,,,,,,,,,tilvalgskurser,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
506,23963,"Raw materials, hygiene and HACCP","Råvarer, hygiejne og HACCP",5,Diplomingeniør,Campus Lyngby,Unknown,Ana Herrero Fresno,23 Fødevareinstituttet,https://kurser.dtu.dk/course/23963,,,obligatorisk kursus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
507,23982,Chemical Risk Analysis,Kemisk risikoanalyse,10,Diplomingeniør,Campus Lyngby,"01901,23937,23932,01920,23936",Anoop Kumar Sharma,23 Fødevareinstituttet,https://kurser.dtu.dk/course/23982,,,obligatorisk kursus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
508,23F11,Chemical food safety,Kemisk fødevaresikkerhed,7.5,Deltidsmaster,Unknown,Unknown,Jens Jørgen Sloth,23 Fødevareinstituttet,https://kurser.dtu.dk/course/23F11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
509,23F12,Microbial food safety in a global perspective,Mikrobiologisk fødevaresikkerhed i et globaltperspektiv,7.5,Deltidsmaster,Unknown,Unknown,Tine Marianne Hald,23 Fødevareinstituttet,https://kurser.dtu.dk/course/23F12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
510,23F13,Food safety in context and global food system,Fødevaresikkerhed i relation til globalefødevaresystemer,5,Deltidsmaster,Unknown,,Tine Marianne Hald,23 Fødevareinstituttet,https://kurser.dtu.dk/course/23F13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
511,23F14,Risk assessment of foodborne contaminants,Risikoanalyse af fødevarebårne kontaminanter,10,Deltidsmaster,Unknown,Unknown,Tine Marianne Hald,23 Fødevareinstituttet,https://kurser.dtu.dk/course/23F14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
512,23F15,Sustainable food production and processing,Bæredygtig fødevareproduktion og processering,10,Deltidsmaster,Unknown,Unknown,Charlotte Jacobsen,23 Fødevareinstituttet,https://kurser.dtu.dk/course/23F15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
513,23F16,Monitoring and source tracking of foodborne diseases,Overvågning og kildesporing af fødevarebårneinfektioner,5,Deltidsmaster,Unknown,Unknown,Tine Marianne Hald,23 Fødevareinstituttet,https://kurser.dtu.dk/course/23F16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
514,CBS04,Sustainability Challenges Shaping Innovation in Food Productionand Consumption,Sustainability Challenges Shaping Innovation in FoodProduction and Consumption,7.5,Kandidat,Unknown,,Timothy John Hobley,23 Fødevareinstituttet,https://kurser.dtu.dk/course/CBS04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
515,CBS05,Sustainability Challenges:Connecting Climate Resilience- Natureand Business Innovation,Sustainability Challenges:Connecting Climate Resilience-Nature and Business Innovation,7.5,Kandidat,Unknown,,Timothy John Hobley,23 Fødevareinstituttet,https://kurser.dtu.dk/course/CBS05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
516,KU304,Philosophy of Food Science,Fødevarevidenskabsteori,7.5,Diplomingeniør,Unknown,,Anoop Kumar Sharma,23 Fødevareinstituttet,https://kurser.dtu.dk/course/KU304,,,obligatorisk kursus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
517,KU307,Food Chemistry,Fødevarekemi,7.5,Diplomingeniør,Unknown,,Anoop Kumar Sharma,23 Fødevareinstituttet,https://kurser.dtu.dk/course/KU307,,,obligatorisk kursus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
518,KU320,Brewing process and technology,Brewing process and technology,7.5,Kandidat,Unknown,21003,Timothy John Hobley,23 Fødevareinstituttet,https://kurser.dtu.dk/course/KU320,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
519,KU321,Brewing and raw materials,Brewing and raw materials,7.5,Kandidat,Unknown,,Timothy John Hobley,23 Fødevareinstituttet,https://kurser.dtu.dk/course/KU321,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
520,KU322,Yeast Physiology and Applications,Yeast Physiology and Applications,7.5,Kandidat,Unknown,,Timothy John Hobley,23 Fødevareinstituttet,https://kurser.dtu.dk/course/KU322,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
