,Kursus id,Engelsk titel,Dansk titel,Point( ECTS ),Kursustype,Undervisningens placering,Anbefalede forudsætninger,Kursusansvarlig,Institut,Link,arktisk byggeri og infrastruktur (dip),byggeri og infrastruktur (dip),bygningsdesign (dip),eksport og teknologi (dip),elektrisk energiteknologi (dip),elektroteknologi (dip),fiskeriteknologi (dip),fødevaresikkerhed og -kvalitet (dip),it-elektronik (dip),it og økonomi (dip),kemi- og bioteknik (dip),kemiteknik og international business (dip),maskinteknik (dip),"mobilitet, transport og logistik (dip)",proces og innovation (dip),produktion (dip),softwareteknologi (dip),sundhedsteknologi (dip),byggeteknologi (bac),bygningsdesign (bac),bæredygtigt energidesign (bac),cyberteknologi (bac),data science og management (bac),design og innovation (bac),elektroteknologi (bac),fysik og nanoteknologi (bac),fødevarer og ernæring (uddannelsessamarbejde) (bac),general engineering (bac),geofysik og rumteknologi (bac),kemi og teknologi (bac),kunstig intelligens og data (bac),life science og teknologi (bac),matematik og teknologi (bac),medicin og teknologi (bac),miljøteknologi (bac),produktion og konstruktion (bac),softwareteknologi (bac),akvatisk videnskab og teknologi (kan),anvendt kemi (kan),autonome systemer (kan),avancerede materialer og sundhedsteknologi (kan),bioinformatik og systembiologi (kan),bioteknologi (kan),business analytics (kan),byggeteknologi (kan),bygningsdesign (kan),bæredygtig energi (kan),design og innovation (kan),elektroteknologi (kan),farmateknologi (kan),fødevareteknologi (kan),fotonik (kan),fysik og nanoteknologi (kan),geofysik og rumteknologi (kan),industriel økonomi og teknologiledelse (kan),informationsteknologi (kan),kemisk og biokemisk teknologi (kan),kommunikationsteknologier og systemdesign (kan),konstruktion og mekanik (kan),kvantitativ biologi og sygdomsmodellering (kan),lyd og akustisk teknologi (kan),marin ingeniørvidenskab (kan),matematisk modellering og computing (kan),materiale- og procesteknologi (kan),medicin og teknologi (kan),menneskeorienteret kunstig intelligens (kan),miljøteknologi (kan),olie- og gasteknologi (kan),teknologisk entreprenørskab (kan),transport og logistik (kan),vindenergi (kan)
1331,46W14,Wind Resources,Vindressourser,5,Deltidsmaster,Unknown,Unknown,Mark Charles Kelly,46 Institut for Vind og Energisystemer,https://kurser.dtu.dk/course/46W14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1332,46W17,Materials for Wind Energy,Materialer til vindenergi,5,Deltidsmaster,Unknown,,Lars Pilgaard Mikkelsen,46 Institut for Vind og Energisystemer,https://kurser.dtu.dk/course/46W17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1333,46W21,Wind Energy in Society,Vindenergi og samfund,5,Deltidsmaster,Unknown,,Niels-Erik Clausen,46 Institut for Vind og Energisystemer,https://kurser.dtu.dk/course/46W21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1334,46W24,Aerodynamics and Aeroelasticity,Aerodynamik og Aeroelasticitet,5,Deltidsmaster,Unknown,Unknown,Alan Wai Hou Lio,46 Institut for Vind og Energisystemer,https://kurser.dtu.dk/course/46W24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1335,46W27,Grid Connection and Integration of Wind Power,Nettilslutning og integration af vindkraftværker,5,Deltidsmaster,Unknown,,Anca Daniela Hansen,46 Institut for Vind og Energisystemer,https://kurser.dtu.dk/course/46W27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1336,46W31,Numerical Tools in Wind Energy,Numeriske værktøjer i vindenergi,5,Deltidsmaster,Unknown,46W14,Niels Lygren Troldborg,46 Institut for Vind og Energisystemer,https://kurser.dtu.dk/course/46W31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1337,46W34,Offshore Wind Energy - Design of substructures,Offshore vindenergi - Design af substrukturer,5,Deltidsmaster,Unknown,"46W17,46W11",Henrik Bredmose,46 Institut for Vind og Energisystemer,https://kurser.dtu.dk/course/46W34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1338,46W37,Measurement Techniques in Wind Energy,Måleteknikker i vindenergi,5,Deltidsmaster,Unknown,46W11,Michael Stephen Courtney,46 Institut for Vind og Energisystemer,https://kurser.dtu.dk/course/46W37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1339,46W44,Offshore wind farm planning,Offshore vindenergi planlægning,5,Deltidsmaster,Unknown,,Niels-Erik Clausen,46 Institut for Vind og Energisystemer,https://kurser.dtu.dk/course/46W44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1340,46W47,Hybrid power plants,Hybride energianlæg,5,Deltidsmaster,Unknown,,Kaushik Das,46 Institut for Vind og Energisystemer,https://kurser.dtu.dk/course/46W47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1341,47201,Engineering thermodynamics,Anvendt termodynamik,5,Bachelor,Campus Lyngby,"10018,01005,10022,01006,10024,10020",Kurt Engelbrecht,47 Institut for Energikonvertering- og lagring,https://kurser.dtu.dk/course/47201,,,,,,,,,,,,,,,,,,,,,,,,,,,,teknologisk linjefag,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1342,47202,Introduction to future energy,Introduktion til fremtidens energi,5,Bachelor,Campus Lyngby,,Jens Oluf Jensen,47 Institut for Energikonvertering- og lagring,https://kurser.dtu.dk/course/47202,,,,,tilvalgskurser,,,,,,,,,,,,,,,,,,,,,,,teknologisk linjefag,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1343,47203,Design-Build 3: solar cooker,Design-Build 3: solovn,5,Bachelor,Campus Lyngby,,Kurt Engelbrecht,47 Institut for Energikonvertering- og lagring,https://kurser.dtu.dk/course/47203,,,,,,,,,,,,,,,,,,,,,,,,,,,,projekter og almene fag,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1344,47205,Electrochemical energy technologies,Elektrokemiske energiteknologier,5,Bachelor,Campus Lyngby,"10041,47202",Christodoulos Chatzichristodoulou,47 Institut for Energikonvertering- og lagring,https://kurser.dtu.dk/course/47205,,,,,tilvalgskurser,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1345,47209,"3D imaging, analysis and modelling","3D imaging, analyse og modellering",5,"Bachelor, Kandidat",Campus Lyngby,"02631,02633,02692,02632",Søren Bredmose Simonsen,47 Institut for Energikonvertering- og lagring,https://kurser.dtu.dk/course/47209,,,,,,,,,,,,,,,tilvalgskurser,,,,,,,,,,,,,,,,,,,,,,,,,,,teknologisk specialisering,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1346,47210,Introduction to modelling and design of energymaterials,Introduktion til modellering og design afenergimaterialer,5,Bachelor,Campus Lyngby,"10018,26050,26028,26000,01005,26171,10022,01006,26026,10024,10020,26027",Piotr de Silva,47 Institut for Energikonvertering- og lagring,https://kurser.dtu.dk/course/47210,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1347,47211,Electrochemical energy storage and Power2X,Elektrokemisk energilagring og Power2X,5,Bachelor,Campus Lyngby,"10041,31713,47202,31711",Christodoulos Chatzichristodoulou,47 Institut for Energikonvertering- og lagring,https://kurser.dtu.dk/course/47211,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1348,47212,Computer simulation of materials,Computersimulering af materialer,5,Bachelor,Campus Lyngby,"02633,62009,02631,41659,41686,02632,41680,41681",Ming Chen,47 Institut for Energikonvertering- og lagring,https://kurser.dtu.dk/course/47212,,,,,,,,,,,,,,,,,,,,,,,,,,,,teknologisk linjefag,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1349,47301,Hydrogen energy and fuel cells,Brintenergi og brændselsceller,5,Kandidat,Campus Lyngby,"10018,28221,47201,26201,41401,47302",Jens Oluf Jensen,47 Institut for Energikonvertering- og lagring,https://kurser.dtu.dk/course/47301,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,teknologisk specialisering,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1350,47302,Hydrogen and fuel cell chemistry - experimentalcourse,Brint- og brændselscellekemi - eksperimenteltkursus,5,Kandidat,Campus Lyngby,Unknown,Qingfeng Li,47 Institut for Energikonvertering- og lagring,https://kurser.dtu.dk/course/47302,,,,,,,,,,,tilvalgskurser,tilvalgskurser,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,teknologisk specialisering,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1351,47304,Ceramic science and engineering,Keramiske processer og materialer,10,Kandidat,Campus Lyngby,"41650,41659,10303,26026,26000,26027,41681",Andreas Franz-Josef Kaiser,47 Institut for Energikonvertering- og lagring,https://kurser.dtu.dk/course/47304,,,,,,,,,,,tilvalgskurser,tilvalgskurser,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,teknologisk specialisering,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1352,47305,Electrochemistry,Elektrokemi,5,Kandidat,Campus Lyngby,"10018,26201",Johan Hjelm,47 Institut for Energikonvertering- og lagring,https://kurser.dtu.dk/course/47305,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,teknologisk specialisering,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1353,47309,Materials for hydrogen production and storage,Materialer til produktion og lagring af brint,5,Kandidat,Campus Lyngby,"47301,10303,10333",Wolff-Ragnar Kiebach,47 Institut for Energikonvertering- og lagring,https://kurser.dtu.dk/course/47309,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,teknologisk specialisering,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1354,47310,Battery materials and chemistries: from fundamental mechanismsto battery cells,Batterimaterialer og batterikemi: fra fundamentale mekanismertil battericeller,5,Kandidat,Campus Lyngby,"10302,47305,26000",Poul Norby,47 Institut for Energikonvertering- og lagring,https://kurser.dtu.dk/course/47310,,,,,,,,,,,tilvalgskurser,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,teknologisk specialisering,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1355,47313,Electrochemical devices for a cleaner and more sustainablesociety,Elektrokemiske enheder for et renere og mere bæredygtigtsamfund,5,Kandidat,Campus Lyngby,"47205,47202,47211",Peter Wilhelm Holtappels,47 Institut for Energikonvertering- og lagring,https://kurser.dtu.dk/course/47313,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1356,47317,Exergy analysis,Exergianalyse,5,Kandidat,Campus Lyngby,,Jens Oluf Jensen,47 Institut for Energikonvertering- og lagring,https://kurser.dtu.dk/course/47317,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1357,47319,Functional materials,Funktionelle materialer,5,Kandidat,Campus Lyngby,Unknown,Peter Vang Hendriksen,47 Institut for Energikonvertering- og lagring,https://kurser.dtu.dk/course/47319,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,teknologisk specialisering,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1358,47325,Large-scale superconductor technologies,Storskala superlederteknologi,5,Kandidat,Campus Lyngby,10303,Andrea Roberto Insinga,47 Institut for Energikonvertering- og lagring,https://kurser.dtu.dk/course/47325,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,teknologisk specialisering,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1359,47330,Energy storage and conversion,Energilagring og -konvertering,5,Kandidat,Campus Lyngby,"28870,10333",Kurt Engelbrecht,47 Institut for Energikonvertering- og lagring,https://kurser.dtu.dk/course/47330,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,teknologisk specialisering,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1360,47331,"Permanent magnets, their use and optimization","Permanente magneter, deres brug og optimering",5,Kandidat,Campus Lyngby,"10036,10041,10020,31035",Rasmus Bjørk,47 Institut for Energikonvertering- og lagring,https://kurser.dtu.dk/course/47331,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1361,47332,Autonomous materials discovery,Autonom materialeforskning,5,Kandidat,Campus Lyngby,"02631,47205,10031",Ivano Eligio Castelli,47 Institut for Energikonvertering- og lagring,https://kurser.dtu.dk/course/47332,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,teknologisk specialisering,,,,,teknologisk specialisering,,,,,,,,,,,,,,,,,,,,,,,,
1362,47333,Electron microscopy for materials science,Elektronmikroskopi til materialeforskning,5,Kandidat,Campus Lyngby,22602,Søren Bredmose Simonsen,47 Institut for Energikonvertering- og lagring,https://kurser.dtu.dk/course/47333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,teknologisk specialisering,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1363,47334,"Carbon capture, utilization and storage","CO2-fangst, -anvendelse og -lagring",5,Kandidat,Campus Lyngby,"28140,28001,47202,47302",Wolff-Ragnar Kiebach,47 Institut for Energikonvertering- og lagring,https://kurser.dtu.dk/course/47334,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1364,47335,Computational modelling of materials for energyapplications,Computermodellering af materialer tilenergiapplikationer,5,Kandidat,Unknown,Unknown,Ivano Eligio Castelli,47 Institut for Energikonvertering- og lagring,https://kurser.dtu.dk/course/47335,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,teknologisk specialisering,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1365,47336,"Applications of X-ray and neutron scattering in biology,chemistry and physics","Anvendelse af røntgen- og neutronspredning i biologi, kemi ogfysik",5,Kandidat,Campus Lyngby,"10041,31400,26330,41650,10031,26030,26171,41685,26000,41680,26201,26027,41681,10036",Luise Theil Kuhn,47 Institut for Energikonvertering- og lagring,https://kurser.dtu.dk/course/47336,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,teknologisk specialisering,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1366,47337,EuroTeQ course in energy transition - the path towards netzero,EuroTeQ-kursus om omstilling af energisystemet - vejen modnet-zero,5,Kandidat,Unknown,Unknown,Ivano Eligio Castelli,47 Institut for Energikonvertering- og lagring,https://kurser.dtu.dk/course/47337,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1367,47338,Organic energy materials,Organiske energimaterialer,5,Kandidat,Campus Lyngby,"10018,10041,26030,26026,26000,10020",Piotr de Silva,47 Institut for Energikonvertering- og lagring,https://kurser.dtu.dk/course/47338,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,teknologisk specialisering,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1368,47339,Solid state and structural chemistry,Faststof- og strukturkemi,5,Kandidat,Campus Lyngby,"26050,26171,26027,26000",Jean-Claude Roger Grivel,47 Institut for Energikonvertering- og lagring,https://kurser.dtu.dk/course/47339,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,generel retningskompetence,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1369,47507,PhD course in introduction to low-temperature fuel cells andelectrolyser,Ph.d.-kursus om introduktion til lavtemperaturbrændselscellerog elektrolysator,3,"Ph.d., Fagligt fokuseret kursus",Unknown,,Jens Oluf Jensen,47 Institut for Energikonvertering- og lagring,https://kurser.dtu.dk/course/47507,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1370,47508,PhD course in introduction to batteries,Ph.d.-kursus om introduktion til batterier,3,"Ph.d., Fagligt fokuseret kursus",Unknown,,Juan Maria García Lastra,47 Institut for Energikonvertering- og lagring,https://kurser.dtu.dk/course/47508,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1371,47509,PhD course in introduction to SOFC and SOEC,Ph.d.-kursus om introduktion til SOFC og SOEC,3,"Ph.d., Fagligt fokuseret kursus",Unknown,,Anke Hagen,47 Institut for Energikonvertering- og lagring,https://kurser.dtu.dk/course/47509,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1372,47511,CINEMAX: 3D modelling and imaging of material microstructure -PhD summer school,CINEMAX: 3D modellering og afbildning af materialersmikrostruktur - ph.d.-sommerskole,5,"Ph.d., Fagligt fokuseret kursus",Unknown,,Jens Wenzel Andreasen,47 Institut for Energikonvertering- og lagring,https://kurser.dtu.dk/course/47511,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1373,47513,PhD course in modern energy research,Ph.d.-kursus om moderne energiforskning,7.5,"Ph.d., Faglig identitetskursus",Campus Lyngby,,Rasmus Bjørk,47 Institut for Energikonvertering- og lagring,https://kurser.dtu.dk/course/47513,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1374,47514,PhD course in advanced electrochemistry,Ph.d.-kursus om avanceret elektrokemi,5,"Ph.d., Fagligt fokuseret kursus",Campus Lyngby,47305,Christodoulos Chatzichristodoulou,47 Institut for Energikonvertering- og lagring,https://kurser.dtu.dk/course/47514,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1375,47516,PhD course in computational modelling of materials for energyapplications,Ph.d.-kursus om computermodellering af materialer tilenergiapplikationer,5,"Ph.d., Generelt servicekursus (generiske færdigheder)",Unknown,Unknown,Ivano Eligio Castelli,47 Institut for Energikonvertering- og lagring,https://kurser.dtu.dk/course/47516,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1376,47517,PhD course in how to make a scientific poster,PhD course in how to make a scientific poster,2.5,"Ph.d., Generelt servicekursus (generiske færdigheder)",Campus Lyngby,,Rasmus Bjørk,47 Institut for Energikonvertering- og lagring,https://kurser.dtu.dk/course/47517,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1377,47519,PhD course in sustainable electrofuels and -chemicals,PhD course in sustainable electrofuels and-chemicals,5,"Ph.d., Fagligt fokuseret kursus",Campus Lyngby,Unknown,Poul Norby,47 Institut for Energikonvertering- og lagring,https://kurser.dtu.dk/course/47519,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1378,47520,Training in experimental and/or theoretical methods – 3 pointversion,Træning i eksperimentelle og/eller teoretiske metoder - 3point version,3,"Ph.d., Servicekursus (faglige færdigheder)",Campus Lyngby,,Søren Bredmose Simonsen,47 Institut for Energikonvertering- og lagring,https://kurser.dtu.dk/course/47520,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1379,47521,Training in experimental and/or theoretical methods – 5 pointversion,Træning i eksperimentelle og/eller teoretiske metoder - 5point version,5,"Ph.d., Servicekursus (faglige færdigheder)",Campus Lyngby,,Søren Bredmose Simonsen,47 Institut for Energikonvertering- og lagring,https://kurser.dtu.dk/course/47521,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1380,47522,Reviewing scientific literature,Review af videnskabelig litteratur,5,"Ph.d., Servicekursus (faglige færdigheder)",Campus Lyngby,,Søren Bredmose Simonsen,47 Institut for Energikonvertering- og lagring,https://kurser.dtu.dk/course/47522,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1381,47523,Scientific conference participation,Deltagelse i videnskabelig konference,3,"Ph.d., Servicekursus (faglige færdigheder)",Campus Lyngby,,Søren Bredmose Simonsen,47 Institut for Energikonvertering- og lagring,https://kurser.dtu.dk/course/47523,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1382,47524,Green hydrogen – powering the future,Green hydrogen – powering the future,2.5,"Ph.d., Fagligt fokuseret kursus",Unknown,,Anke Hagen,47 Institut for Energikonvertering- og lagring,https://kurser.dtu.dk/course/47524,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1383,56867,Methods in electron microscopy and spectroscopy,Metoder I elektronmikroskopi og spektroskopi,5,"Ph.d., Servicekursus (faglige færdigheder)",Campus Lyngby,,Thomas Willum Hansen,56 DTU Nanolab,https://kurser.dtu.dk/course/56867,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1384,56868,Methods in micro- and nanofabrication,Metoder i mikro- og nanofabrikation,5,"Ph.d., Servicekursus (faglige færdigheder)",Campus Lyngby,,Stephan Sylvest Keller,56 DTU Nanolab,https://kurser.dtu.dk/course/56868,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1385,88383,Academic Information Retrieval,Akademisk informationssøgning - styrk dineinformationskompetencer,2.5,Kandidat,Campus Lyngby,Unknown,Pernille Seier,88 Andre kurser,https://kurser.dtu.dk/course/88383,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1386,88553,Teaching Lab,Teaching Lab,2.5,"Ph.d., Generelt servicekursus (generiske færdigheder)",Campus Lyngby,,Kirsten From,88 Andre kurser,https://kurser.dtu.dk/course/88553,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1387,88555,How to write a scientific paper,How to write a scientific paper,2.5,"Ph.d., Generelt servicekursus (generiske færdigheder)",Campus Lyngby,,Stuart Wright,88 Andre kurser,https://kurser.dtu.dk/course/88555,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1388,KU002,Human Biology,Humanbiologi,10,Bachelor,Unknown,,Jens Christian Brings Jacobsen,88 Andre kurser,https://kurser.dtu.dk/course/KU002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,naturvidenskabeligt grundfag,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1389,KU003,Human Diseases for Non-Clinicians,Sygdomslære for ikke-klinikere,10,Bachelor,Unknown,Unknown,Jens Christian Brings Jacobsen,88 Andre kurser,https://kurser.dtu.dk/course/KU003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,naturvidenskabeligt grundfag,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1390,KU004,Clinical methods in diagnosis and treatment,Kliniske metoder i diagnostik og behandling,5,Bachelor,Unknown,Unknown,Carsten E. Thomsen,88 Andre kurser,https://kurser.dtu.dk/course/KU004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,teknologisk linjefag,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1391,KU005,Modelling of physiological systems,Modellering af fysiologiske systemer,5,Bachelor,Unknown,"31501,01005,22432,22431,01035,31502,22050,31605",Olga Sosnovtseva,88 Andre kurser,https://kurser.dtu.dk/course/KU005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,teknologisk linjefag,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1392,KU006,Introduction to clinical practise in Hospitals,Introduktion til klinisk praksis på hospital,5,Bachelor,Unknown,Unknown,Liselotte Højgaard,88 Andre kurser,https://kurser.dtu.dk/course/KU006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,projekter og almene fag,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1393,KU010,Biomechanics of the Locomotor System,Bevægeapparatets Biomekanik,7.5,Bachelor,Unknown,"41501,31501,22432,22431,31502,10020",Tine Alkjær Eriksen,88 Andre kurser,https://kurser.dtu.dk/course/KU010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,teknologisk linjefag,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1394,KU011,Cell and Tissue Biology,Celle- og Vævsbiologi,10,Bachelor,Unknown,Unknown,Simon Holst Bekker-Jensen,88 Andre kurser,https://kurser.dtu.dk/course/KU011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,naturvidenskabeligt grundfag,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1395,KU012,Medical Science and Technology Studies,Videnskabsteori,2.5,Bachelor,Unknown,"41650,31501,22432,22431,31502,22050,31605",Karin Tybjerg,88 Andre kurser,https://kurser.dtu.dk/course/KU012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,projekter og almene fag,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1396,KU015,Fundamental Pharmacology and Bioavailability of Drugs,Grundlæggende farmakologi og lægemiddelstoffersbiotilgængelighed,7.5,Bachelor,Unknown,"27022,26050,26400",Flemming Steen Jørgensen,88 Andre kurser,https://kurser.dtu.dk/course/KU015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1397,KU101,Pathophysiology,Patofysiologi,10,Kandidat,Unknown,Unknown,Signe Sørensen Torekov,88 Andre kurser,https://kurser.dtu.dk/course/KU101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,generel retningskompetence,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1398,KU103,Biomechanics and Neural Control of Human Movement,Biomechanics and Neural Control of Human Movement,10,Kandidat,Unknown,Unknown,Jens Bo Nielsen,88 Andre kurser,https://kurser.dtu.dk/course/KU103,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,teknologisk specialisering,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
